探测器编号 时间 桩号 车速 车牌
D202150120001 2021-04-25T14:51 K31+950 4545 蓝渝F57E86
D202150120001 2021-04-25T14:51 K31+950 4510 蓝渝A8810T
D202150120001 2021-04-25T14:51 K31+950 4036 蓝渝ASV000
D202150120001 2021-04-25T14:51 K31+950 5045 蓝渝AN517P
D202150120001 2021-04-25T14:51 K31+950 4582 蓝渝AJM958
D202150120001 2021-04-25T14:51 K31+950 4191 黄渝F29298
D202150120001 2021-04-25T14:51 K31+950 5177 蓝渝FCY905
D202150120001 2021-04-25T14:51 K31+950 4118 蓝渝F3G322
D202150120001 2021-04-25T14:51 K31+950 4326 蓝渝A31QB9
D202150120001 2021-04-25T14:51 K31+950 4345 蓝渝A0SY17
D202150120001 2021-04-25T14:51 K31+950 4392 NO
D202150120001 2021-04-25T14:50 K31+950 3916 蓝渝C69R50
D202150120001 2021-04-25T14:50 K31+950 4737 蓝渝AB57U9
D202150120001 2021-04-25T14:50 K31+950 4546 黄渝D03322
D202150120001 2021-04-25T14:50 K31+950 5408 蓝渝AG9E55
D202150120001 2021-04-25T14:50 K31+950 4402 蓝渝F50M56
D202150120001 2021-04-25T14:50 K31+950 4269 蓝渝D2G708
D202150120001 2021-04-25T14:50 K31+950 4993 蓝渝D45444
D202150120001 2021-04-25T14:50 K31+950 3008 蓝渝FF1172
D202150120001 2021-04-25T14:50 K31+950 4570 蓝渝F82A9S
D202150120001 2021-04-25T14:50 K31+950 4466 蓝渝A2TH55
D202150120001 2021-04-25T14:50 K31+950 4191 蓝渝D6N792
D202150120001 2021-04-25T14:50 K31+950 5790 蓝渝F3F359
D202150120001 2021-04-25T14:50 K31+950 4260 蓝渝D158C8
D202150120001 2021-04-25T14:49 K31+950 3955 蓝渝F19336
D202150120001 2021-04-25T14:49 K31+950 4784 NO
D202150120001 2021-04-25T14:49 K31+950 4580 蓝渝D908N9
D202150120001 2021-04-25T14:49 K31+950 4735 蓝渝D72K72
D202150120001 2021-04-25T14:49 K31+950 4458 蓝渝A7ST07
D202150120001 2021-04-25T14:49 K31+950 4237 蓝渝F02A16
D202150120001 2021-04-25T14:49 K31+950 3647 蓝渝A991VK
D202150120001 2021-04-25T14:49 K31+950 4789 蓝渝AX334Z
D202150120001 2021-04-25T14:49 K31+950 3992 蓝渝FKU213
D202150120001 2021-04-25T14:49 K31+950 3481 蓝渝F00X10
D202150120001 2021-04-25T14:49 K31+950 4877 蓝渝A389HF
D202150120001 2021-04-25T14:49 K31+950 4311 蓝渝F2A968
D202150120001 2021-04-25T14:49 K31+950 4299 蓝渝A303PE
D202150120001 2021-04-25T14:49 K31+950 4662 蓝渝F6V572
D202150120001 2021-04-25T14:49 K31+950 4789 蓝渝F6G622
D202150120001 2021-04-25T14:48 K31+950 4034 蓝渝FHW311
D202150120001 2021-04-25T14:48 K31+950 3626 蓝渝FMV276
D202150120001 2021-04-25T14:48 K31+950 4179 蓝渝F1X287
D202150120001 2021-04-25T14:48 K31+950 3944 蓝渝D7B276
D202150120001 2021-04-25T14:48 K31+950 4257 蓝渝FEF155
D202150120001 2021-04-25T14:48 K31+950 4533 蓝渝A81EH5
D202150120001 2021-04-25T14:48 K31+950 4185 蓝渝A986VN
D202150120001 2021-04-25T14:48 K31+950 4326 蓝渝D98B86
D202150120001 2021-04-25T14:48 K31+950 4650 蓝渝A53RK9
D202150120001 2021-04-25T14:48 K31+950 4416 绿渝AD38823
D202150120001 2021-04-25T14:48 K31+950 4873 蓝渝FAP218
D202150120001 2021-04-25T14:48 K31+950 2458 NO
D202150120001 2021-04-25T14:48 K31+950 4599 蓝渝A225T8
D202150120001 2021-04-25T14:48 K31+950 4413 蓝渝DFW520
D202150120001 2021-04-25T14:48 K31+950 4808 蓝渝F11K85
D202150120001 2021-04-25T14:48 K31+950 6094 蓝渝F796R0
D202150120001 2021-04-25T14:48 K31+950 4877 蓝渝D62R66
D202150120001 2021-04-25T14:48 K31+950 4576 蓝苏E0M36G
D202150120001 2021-04-25T14:48 K31+950 5751 蓝渝AU38K7
D202150120001 2021-04-25T14:48 K31+950 5333 蓝渝AE07B2
D202150120001 2021-04-25T14:48 K31+950 6352 蓝渝FKS389
D202150120001 2021-04-25T14:48 K31+950 4528 蓝渝AJ27C9
D202150120001 2021-04-25T14:47 K31+950 4766 蓝渝FKK775
D202150120001 2021-04-25T14:47 K31+950 3933 蓝渝F05K15
D202150120001 2021-04-25T14:47 K31+950 4075 蓝渝A097RD
D202150120001 2021-04-25T14:47 K31+950 5275 蓝渝A8HN23
D202150120001 2021-04-25T14:47 K31+950 3462 蓝渝FFK077
D202150120001 2021-04-25T14:47 K31+950 3926 蓝渝F88P22
D202150120001 2021-04-25T14:47 K31+950 4364 蓝渝A951HS
D202150120001 2021-04-25T14:47 K31+950 4512 蓝渝AG3S79
D202150120001 2021-04-25T14:47 K31+950 4768 蓝渝F3D712
D202150120001 2021-04-25T14:47 K31+950 4408 蓝渝FBZ991
D202150120001 2021-04-25T14:47 K31+950 4925 蓝渝AT3889
D202150120001 2021-04-25T14:46 K31+950 4230 蓝渝F81R51
D202150120001 2021-04-25T14:46 K31+950 5371 蓝渝FE9669
D202150120001 2021-04-25T14:46 K31+950 3858 蓝渝A68WA9
D202150120001 2021-04-25T14:46 K31+950 4828 蓝渝DJX625
D202150120001 2021-04-25T14:46 K31+950 4130 蓝渝DH0657
D202150120001 2021-04-25T14:46 K31+950 4980 蓝渝AE3E95
D202150120001 2021-04-25T14:46 K31+950 3900 蓝渝D28H63
D202150120001 2021-04-25T14:46 K31+950 3329 蓝渝FFX773
D202150120001 2021-04-25T14:46 K31+950 4366 蓝渝AT037A
D202150120001 2021-04-25T14:46 K31+950 4126 蓝渝F550M0
D202150120001 2021-04-25T14:46 K31+950 4665 蓝渝A7272V
D202150120001 2021-04-25T14:46 K31+950 4356 蓝渝AM2S59
D202150120001 2021-04-25T14:46 K31+950 4031 黄渝DG9360
D202150120001 2021-04-25T14:46 K31+950 4423 蓝渝FFL267
D202150120001 2021-04-25T14:46 K31+950 4964 蓝渝A79AQ6
D202150120001 2021-04-25T14:46 K31+950 5218 蓝渝FJG266
D202150120001 2021-04-25T14:46 K31+950 3556 蓝渝F3W007
D202150120001 2021-04-25T14:46 K31+950 4275 蓝渝F569E5
D202150120001 2021-04-25T14:45 K31+950 4812 蓝渝FHA339
D202150120001 2021-04-25T14:45 K31+950 4111 蓝渝FD6131
D202150120001 2021-04-25T14:45 K31+950 3542 蓝渝AG737P
D202150120001 2021-04-25T14:45 K31+950 3780 NO
D202150120001 2021-04-25T14:45 K31+950 4338 蓝渝AF9X30
D202150120001 2021-04-25T14:45 K31+950 4607 蓝渝FMF735
D202150120001 2021-04-25T14:45 K31+950 3642 蓝渝FQL808
D202150120001 2021-04-25T14:45 K31+950 3214 黄渝A00028D
D202150120001 2021-04-25T14:45 K31+950 4451 蓝渝F06826
D202150120001 2021-04-25T14:45 K31+950 4212 蓝渝AG15T3
D202150120001 2021-04-25T14:45 K31+950 4459 蓝渝F9G595
D202150120001 2021-04-25T14:45 K31+950 3969 蓝渝F3E661
D202150120001 2021-04-25T14:45 K31+950 4458 蓝渝FLP088
D202150120001 2021-04-25T14:45 K31+950 4782 蓝渝FAF351
D202150120001 2021-04-25T14:45 K31+950 4557 蓝渝AW873N
D202150120001 2021-04-25T14:45 K31+950 4219 蓝渝DAL346
D202150120001 2021-04-25T14:45 K31+950 4171 蓝渝F873G6
D202150120001 2021-04-25T14:45 K31+950 4998 蓝渝FY0131
D202150120001 2021-04-25T14:45 K31+950 4877 蓝渝AE8D13
D202150120001 2021-04-25T14:45 K31+950 3714 蓝渝FNW877
D202150120001 2021-04-25T14:44 K31+950 3366 蓝渝FDE131
D202150120001 2021-04-25T14:44 K31+950 4660 蓝渝F33Y26
D202150120001 2021-04-25T14:44 K31+950 3864 蓝渝F396G9
D202150120001 2021-04-25T14:44 K31+950 4591 蓝渝A932WL
D202150120001 2021-04-25T14:44 K31+950 2363 黄渝D26162
D202150120001 2021-04-25T14:44 K31+950 4019 蓝渝A3ST96
D202150120001 2021-04-25T14:44 K31+950 5154 蓝渝F07135
D202150120001 2021-04-25T14:44 K31+950 4223 蓝陕AE67S1
D202150120001 2021-04-25T14:44 K31+950 4584 蓝渝AH6B87
D202150120001 2021-04-25T14:44 K31+950 5240 蓝渝F92E07
D202150120001 2021-04-25T14:44 K31+950 3952 蓝川Q266T9
D202150120001 2021-04-25T14:44 K31+950 4362 蓝渝A0QL19
D202150120001 2021-04-25T14:43 K31+950 3751 蓝渝F0W829
D202150120001 2021-04-25T14:43 K31+950 3977 蓝渝F3G523
D202150120001 2021-04-25T14:43 K31+950 4218 蓝渝F9L622
D202150120001 2021-04-25T14:43 K31+950 4780 蓝渝F82A03
D202150120001 2021-04-25T14:43 K31+950 4506 蓝渝AS707Y
D202150120001 2021-04-25T14:43 K31+950 5164 蓝渝F059A8
D202150120001 2021-04-25T14:43 K31+950 4447 蓝渝FQD088
D202150120001 2021-04-25T14:43 K31+950 5554 黄渝F05210
D202150120001 2021-04-25T14:43 K31+950 4364 蓝渝DFQ668
D202150120001 2021-04-25T14:43 K31+950 5058 蓝渝AP76N9
D202150120001 2021-04-25T14:43 K31+950 5005 蓝渝AX37Z1
D202150120001 2021-04-25T14:43 K31+950 4835 蓝渝F579M8
D202150120001 2021-04-25T14:43 K31+950 4096 蓝渝D276R9
D202150120001 2021-04-25T14:43 K31+950 4468 蓝渝DLD953
D202150120001 2021-04-25T14:43 K31+950 5764 蓝渝FX7967
D202150120001 2021-04-25T14:43 K31+950 4879 蓝渝F3G317
D202150120001 2021-04-25T14:42 K31+950 3014 黄渝A09217F
D202150120001 2021-04-25T14:42 K31+950 3936 蓝渝AW29V6
D202150120001 2021-04-25T14:42 K31+950 5018 蓝渝F79R80
D202150120001 2021-04-25T14:42 K31+950 4533 蓝渝FDD480
D202150120001 2021-04-25T14:42 K31+950 4431 蓝渝A044S8
D202150120001 2021-04-25T14:42 K31+950 4807 蓝渝AK6R39
D202150120001 2021-04-25T14:42 K31+950 4128 蓝渝AN59R6
D202150120001 2021-04-25T14:42 K31+950 3134 黄渝D02250
D202150120001 2021-04-25T14:42 K31+950 4695 蓝渝A715VE
D202150120001 2021-04-25T14:42 K31+950 3945 蓝渝FQV722
D202150120001 2021-04-25T14:42 K31+950 3997 蓝渝F387A3
D202150120001 2021-04-25T14:42 K31+950 3808 蓝渝F2V926
D202150120001 2021-04-25T14:42 K31+950 4454 蓝渝AW811W
D202150120001 2021-04-25T14:42 K31+950 4392 蓝渝F58T55
D202150120001 2021-04-25T14:42 K31+950 3020 蓝渝A9965J
D202150120001 2021-04-25T14:42 K31+950 3861 NO
D202150120001 2021-04-25T14:42 K31+950 2861 蓝渝F76K76
D202150120001 2021-04-25T14:42 K31+950 4704 蓝渝A00B11
D202150120001 2021-04-25T14:42 K31+950 4375 蓝渝D50W03
D202150120001 2021-04-25T14:42 K31+950 4738 蓝渝AE06W3
D202150120001 2021-04-25T14:42 K31+950 3071 NO
D202150120001 2021-04-25T14:42 K31+950 4684 蓝渝A75EL3
D202150120001 2021-04-25T14:42 K31+950 4138 NO
D202150120001 2021-04-25T14:42 K31+950 4435 蓝渝A259GM
D202150120001 2021-04-25T14:42 K31+950 3712 蓝渝DS5227
D202150120001 2021-04-25T14:42 K31+950 4732 蓝渝AN59R6
D202150120001 2021-04-25T14:42 K31+950 2824 蓝鄂Q2AE09
D202150120001 2021-04-25T14:42 K31+950 4058 蓝渝AZ12F2
D202150120001 2021-04-25T14:42 K31+950 4181 NO
D202150120001 2021-04-25T14:41 K31+950 3507 黄渝A05688F
D202150120001 2021-04-25T14:41 K31+950 4762 蓝渝AS893E
D202150120001 2021-04-25T14:41 K31+950 5117 蓝渝FMV099
D202150120001 2021-04-25T14:41 K31+950 3959 蓝渝A0RN27
D202150120001 2021-04-25T14:41 K31+950 4359 蓝渝F8R761
D202150120001 2021-04-25T14:41 K31+950 4901 蓝渝AH8R73
D202150120001 2021-04-25T14:41 K31+950 4809 蓝湘JB1322
D202150120001 2021-04-25T14:41 K31+950 4753 蓝渝DBL739
D202150120001 2021-04-25T14:41 K31+950 3840 蓝渝A2GG33
D202150120001 2021-04-25T14:41 K31+950 4958 蓝渝FDC606
D202150120001 2021-04-25T14:41 K31+950 5734 白渝FA596警
D202150120001 2021-04-25T14:41 K31+950 5561 蓝渝AJ01P7
D202150120001 2021-04-25T14:41 K31+950 4810 蓝渝F16K22
D202150120001 2021-04-25T14:41 K31+950 3861 蓝渝AD078M
D202150120001 2021-04-25T14:40 K31+950 4492 蓝渝FAA609
D202150120001 2021-04-25T14:40 K31+950 4626 NO
D202150120001 2021-04-25T14:40 K31+950 4941 蓝渝F81A36
D202150120001 2021-04-25T14:40 K31+950 5455 蓝渝FB9982
D202150120001 2021-04-25T14:40 K31+950 4835 蓝渝DKL677
D202150120001 2021-04-25T14:40 K31+950 4689 蓝渝AA2E01
D202150120001 2021-04-25T14:40 K31+950 5081 蓝沪C444T6
D202150120001 2021-04-25T14:40 K31+950 4443 蓝渝A5A2P9
D202150120001 2021-04-25T14:40 K31+950 3555 黄渝A18699D
D202150120001 2021-04-25T14:40 K31+950 4823 蓝渝AQ353P
D202150120001 2021-04-25T14:40 K31+950 4816 绿渝AD73855
D202150120001 2021-04-25T14:39 K31+950 5351 蓝渝F86727
D202150120001 2021-04-25T14:39 K31+950 4863 蓝渝AS856V
D202150120001 2021-04-25T14:39 K31+950 4386 蓝渝FAM373
D202150120001 2021-04-25T14:39 K31+950 3791 蓝渝A379YE
D202150120001 2021-04-25T14:39 K31+950 2425 蓝渝AQ8C57
D202150120001 2021-04-25T14:39 K31+950 4095 蓝渝F27W25
D202150120001 2021-04-25T14:39 K31+950 5744 蓝渝FD5789
D202150120001 2021-04-25T14:39 K31+950 4706 蓝渝AA978H
D202150120001 2021-04-25T14:39 K31+950 3733 蓝渝D69U59
D202150120001 2021-04-25T14:39 K31+950 4695 蓝渝DCJ328
D202150120001 2021-04-25T14:38 K31+950 4357 绿渝AD29910
D202150120001 2021-04-25T14:38 K31+950 3638 蓝渝D391H7
D202150120001 2021-04-25T14:38 K31+950 4891 蓝渝FHX505
D202150120001 2021-04-25T14:38 K31+950 4275 蓝渝D94542
D202150120001 2021-04-25T14:38 K31+950 4893 蓝渝F9W677
D202150120001 2021-04-25T14:38 K31+950 4464 蓝渝AK5F83
D202150120001 2021-04-25T14:38 K31+950 3804 蓝渝F185A3
D202150120001 2021-04-25T14:38 K31+950 2000 黄鄂DZF081
D202150120001 2021-04-25T14:38 K31+950 4055 蓝渝FRH515
D202150120001 2021-04-25T14:38 K31+950 6376 蓝渝FV2787
D202150120001 2021-04-25T14:38 K31+950 3975 蓝渝A52EV1
D202150120001 2021-04-25T14:38 K31+950 4821 蓝渝FL5753
D202150120001 2021-04-25T14:38 K31+950 4311 蓝渝F3G700
D202150120001 2021-04-25T14:38 K31+950 3203 NO
D202150120001 2021-04-25T14:38 K31+950 3798 黄渝D15363
D202150120001 2021-04-25T14:38 K31+950 4665 蓝渝AE8C37
D202150120001 2021-04-25T14:38 K31+950 4290 蓝渝A6BF15
D202150120001 2021-04-25T14:38 K31+950 4377 蓝渝F5D327
D202150120001 2021-04-25T14:37 K31+950 3612 黄渝F29112
D202150120001 2021-04-25T14:37 K31+950 4997 蓝渝F30318
D202150120001 2021-04-25T14:37 K31+950 4141 蓝渝F571R9
D202150120001 2021-04-25T14:37 K31+950 5710 蓝渝FRZ992
D202150120001 2021-04-25T14:37 K31+950 4700 蓝渝AE107P
D202150120001 2021-04-25T14:37 K31+950 4471 蓝渝A2C19L
D202150120001 2021-04-25T14:37 K31+950 4419 蓝渝AW565A
D202150120001 2021-04-25T14:37 K31+950 4849 蓝苏B013GT
D202150120001 2021-04-25T14:37 K31+950 4639 蓝渝F15K99
D202150120001 2021-04-25T14:37 K31+950 4335 蓝渝AS7Q83
D202150120001 2021-04-25T14:37 K31+950 5071 蓝渝FBN055
D202150120001 2021-04-25T14:37 K31+950 4721 蓝渝A575DH
D202150120001 2021-04-25T14:37 K31+950 4773 蓝渝A168J6
D202150120001 2021-04-25T14:37 K31+950 5183 蓝渝DJ8357
D202150120001 2021-04-25T14:37 K31+950 6162 蓝渝A1NC75
D202150120001 2021-04-25T14:37 K31+950 3277 蓝豫R3561D
D202150120001 2021-04-25T14:37 K31+950 4480 蓝渝AB979Z
D202150120001 2021-04-25T14:37 K31+950 5558 蓝渝A08SH0
D202150120001 2021-04-25T14:36 K31+950 4357 蓝渝D988B6
D202150120001 2021-04-25T14:36 K31+950 4383 蓝渝F89U32
D202150120001 2021-04-25T14:36 K31+950 4103 NO
D202150120001 2021-04-25T14:36 K31+950 4410 蓝渝B72888
D202150120001 2021-04-25T14:36 K31+950 4492 蓝渝FRV502
D202150120001 2021-04-25T14:36 K31+950 4383 蓝渝FB9768
D202150120001 2021-04-25T14:36 K31+950 5040 蓝渝F68M37
D202150120001 2021-04-25T14:36 K31+950 4719 蓝渝A0NP81
D202150120001 2021-04-25T14:36 K31+950 5183 蓝渝AQ004B
D202150120001 2021-04-25T14:36 K31+950 4637 蓝渝D921A9
D202150120001 2021-04-25T14:36 K31+950 4128 蓝渝F9A973
D202150120001 2021-04-25T14:36 K31+950 4165 蓝渝F5B915
D202150120001 2021-04-25T14:36 K31+950 4131 蓝渝FJX616
D202150120001 2021-04-25T14:36 K31+950 4884 蓝渝FEH982
D202150120001 2021-04-25T14:36 K31+950 4423 蓝渝AZ4D17
D202150120001 2021-04-25T14:36 K31+950 4306 蓝渝A8CD22
D202150120001 2021-04-25T14:36 K31+950 4206 蓝渝DHP666
D202150120001 2021-04-25T14:35 K31+950 4706 蓝渝FDD911
D202150120001 2021-04-25T14:35 K31+950 5895 NO
D202150120001 2021-04-25T14:35 K31+950 3972 蓝渝A7FA86
D202150120001 2021-04-25T14:35 K31+950 2031 蓝渝DHX310
D202150120001 2021-04-25T14:35 K31+950 4323 蓝渝D1Q039
D202150120001 2021-04-25T14:35 K31+950 4832 蓝渝DMY702
D202150120001 2021-04-25T14:35 K31+950 4533 蓝渝A30QQ3
D202150120001 2021-04-25T14:35 K31+950 4889 蓝渝F792D3
D202150120001 2021-04-25T14:35 K31+950 4385 蓝渝F20F35
D202150120001 2021-04-25T14:35 K31+950 6169 蓝渝F95Z90
D202150120001 2021-04-25T14:35 K31+950 4204 NO
D202150120001 2021-04-25T14:35 K31+950 4486 蓝渝FAF636
D202150120001 2021-04-25T14:34 K31+950 4410 蓝渝AE8V06
D202150120001 2021-04-25T14:34 K31+950 4195 蓝渝F2F625
D202150120001 2021-04-25T14:34 K31+950 3006 蓝渝F08077
D202150120001 2021-04-25T14:34 K31+950 3980 蓝渝DCV377
D202150120001 2021-04-25T14:34 K31+950 4250 蓝渝FV1211
D202150120001 2021-04-25T14:34 K31+950 4660 蓝渝A6066Y
D202150120001 2021-04-25T14:34 K31+950 7190 蓝渝F35T55
D202150120001 2021-04-25T14:34 K31+950 5005 NO
D202150120001 2021-04-25T14:34 K31+950 4095 蓝渝A8KH79
D202150120001 2021-04-25T14:34 K31+950 4760 蓝川AF245T
D202150120001 2021-04-25T14:34 K31+950 4510 蓝渝FRT338
D202150120001 2021-04-25T14:34 K31+950 4262 蓝渝A8UZ55
D202150120001 2021-04-25T14:34 K31+950 4643 蓝渝F83A16
D202150120001 2021-04-25T14:33 K31+950 4343 蓝渝A5T21C
D202150120001 2021-04-25T14:33 K31+950 4535 蓝渝AW186J
D202150120001 2021-04-25T14:33 K31+950 3844 蓝渝F1W300
D202150120001 2021-04-25T14:33 K31+950 2254 NO
D202150120001 2021-04-25T14:33 K31+950 2941 蓝渝FF3579
D202150120001 2021-04-25T14:33 K31+950 3760 蓝豫R664CS
D202150120001 2021-04-25T14:33 K31+950 4268 绿渝RD09497
D202150120001 2021-04-25T14:33 K31+950 4658 蓝渝D6G649
D202150120001 2021-04-25T14:33 K31+950 3567 蓝渝BGS780
D202150120001 2021-04-25T14:33 K31+950 4336 蓝渝DNC298
D202150120001 2021-04-25T14:33 K31+950 6554 蓝渝A579RE
D202150120001 2021-04-25T14:33 K31+950 4601 蓝渝DQ9323
D202150120001 2021-04-25T14:33 K31+950 3389 蓝渝F78Y79
D202150120001 2021-04-25T14:33 K31+950 3939 NO
D202150120001 2021-04-25T14:33 K31+950 4221 蓝渝A52EV1
D202150120001 2021-04-25T14:33 K31+950 3389 蓝渝F2V518
D202150120001 2021-04-25T14:33 K31+950 5591 蓝渝A739TM
D202150120001 2021-04-25T14:33 K31+950 5234 蓝渝A127EL
D202150120001 2021-04-25T14:33 K31+950 4510 蓝渝FL0222
D202150120001 2021-04-25T14:33 K31+950 5411 蓝渝DMP992
D202150120001 2021-04-25T14:33 K31+950 4652 蓝渝A6JU55
D202150120001 2021-04-25T14:32 K31+950 4954 绿渝AF51879
D202150120001 2021-04-25T14:32 K31+950 3057 黄渝F29650
D202150120001 2021-04-25T14:32 K31+950 5223 蓝晋LUW977
D202150120001 2021-04-25T14:32 K31+950 4652 NO
D202150120001 2021-04-25T14:32 K31+950 5159 蓝渝F5Q277
D202150120001 2021-04-25T14:32 K31+950 4309 蓝渝F8X228
D202150120001 2021-04-25T14:32 K31+950 4472 蓝渝F96U25
D202150120001 2021-04-25T14:32 K31+950 4753 蓝渝AX62V5
D202150120001 2021-04-25T14:32 K31+950 4431 蓝渝A595T9
D202150120001 2021-04-25T14:32 K31+950 3997 蓝渝FFV186
D202150120001 2021-04-25T14:32 K31+950 4631 蓝渝A3TL37
D202150120001 2021-04-25T14:32 K31+950 3853 蓝渝D9N261
D202150120001 2021-04-25T14:32 K31+950 4240 蓝渝AY351G
D202150120001 2021-04-25T14:32 K31+950 1860 黄渝F28810
D202150120001 2021-04-25T14:32 K31+950 4259 蓝渝F97B53
D202150120001 2021-04-25T14:32 K31+950 4616 蓝渝DHU848
D202150120001 2021-04-25T14:31 K31+950 3672 蓝渝F25F99
D202150120001 2021-04-25T14:31 K31+950 4865 蓝渝F3G189
D202150120001 2021-04-25T14:31 K31+950 3416 蓝渝AE7F13
D202150120001 2021-04-25T14:31 K31+950 4599 蓝渝FLG300
D202150120001 2021-04-25T14:31 K31+950 3685 蓝渝AJ630P
D202150120001 2021-04-25T14:31 K31+950 4867 蓝渝DU9059
D202150120001 2021-04-25T14:31 K31+950 3480 黄渝D07936
D202150120001 2021-04-25T14:31 K31+950 4230 蓝渝F0W973
D202150120001 2021-04-25T14:31 K31+950 4773 蓝渝DEN762
D202150120001 2021-04-25T14:31 K31+950 4635 蓝渝FDY809
D202150120001 2021-04-25T14:31 K31+950 5225 蓝渝A6388T
D202150120001 2021-04-25T14:31 K31+950 4599 蓝渝F6C896
D202150120001 2021-04-25T14:31 K31+950 3973 蓝渝AW81D2
D202150120001 2021-04-25T14:31 K31+950 4665 蓝渝F3G698
D202150120001 2021-04-25T14:31 K31+950 4956 蓝渝A703KG
D202150120001 2021-04-25T14:31 K31+950 5081 蓝渝FRT997
D202150120001 2021-04-25T14:30 K31+950 4468 NO
D202150120001 2021-04-25T14:30 K31+950 4518 蓝渝DJE619
D202150120001 2021-04-25T14:30 K31+950 4807 蓝渝D1T139
D202150120001 2021-04-25T14:30 K31+950 4251 蓝渝F120H8
D202150120001 2021-04-25T14:30 K31+950 4371 蓝渝A5YC19
D202150120001 2021-04-25T14:30 K31+950 4268 蓝渝A8FJ89
D202150120001 2021-04-25T14:30 K31+950 4673 蓝渝FJF468
D202150120001 2021-04-25T14:30 K31+950 4268 蓝渝AA2E01
D202150120001 2021-04-25T14:30 K31+950 4630 蓝渝AJ57Y7
D202150120001 2021-04-25T14:30 K31+950 3919 蓝渝DKM248
D202150120001 2021-04-25T14:30 K31+950 4719 NO
D202150120001 2021-04-25T14:30 K31+950 4586 蓝渝F3G058
D202150120001 2021-04-25T14:30 K31+950 4354 蓝渝FCH302
D202150120001 2021-04-25T14:30 K31+950 4086 黄渝AL3995
D202150120001 2021-04-25T14:30 K31+950 4260 蓝渝AK9P65
D202150120001 2021-04-25T14:30 K31+950 4498 蓝渝AJ79Y3
D202150120001 2021-04-25T14:30 K31+950 4844 蓝渝AQ9G89
D202150120001 2021-04-25T14:30 K31+950 4728 蓝渝F833L3
D202150120001 2021-04-25T14:30 K31+950 3443 黄渝A17989F
D202150120001 2021-04-25T14:30 K31+950 4663 蓝渝A2EL82
D202150120001 2021-04-25T14:30 K31+950 4907 蓝渝A8YT01
D202150120001 2021-04-25T14:30 K31+950 5169 蓝渝A996PP
D202150120001 2021-04-25T14:30 K31+950 4432 蓝渝FAS585
D202150120001 2021-04-25T14:29 K31+950 4793 蓝渝AT3433
D202150120001 2021-04-25T14:29 K31+950 5175 蓝渝A303TD
D202150120001 2021-04-25T14:29 K31+950 5236 蓝渝F6A690
D202150120001 2021-04-25T14:29 K31+950 4854 蓝渝F17K00
D202150120001 2021-04-25T14:29 K31+950 4369 蓝渝F18K86
D202150120001 2021-04-25T14:29 K31+950 3725 蓝渝AT8463
D202150120001 2021-04-25T14:29 K31+950 5780 蓝渝AE13U0
D202150120001 2021-04-25T14:29 K31+950 5644 蓝渝FLG717
D202150120001 2021-04-25T14:29 K31+950 3393 蓝渝F53Y35
D202150120001 2021-04-25T14:29 K31+950 3742 蓝渝F21R79
D202150120001 2021-04-25T14:29 K31+950 4414 蓝渝DFW376
D202150120001 2021-04-25T14:29 K31+950 4519 蓝闽D8802W
D202150120001 2021-04-25T14:29 K31+950 4886 蓝渝AT359U
D202150120001 2021-04-25T14:29 K31+950 4951 蓝渝D538T7
D202150120001 2021-04-25T14:29 K31+950 4993 蓝渝AJ617W
D202150120001 2021-04-25T14:29 K31+950 4466 蓝渝ATA138
D202150120001 2021-04-25T14:29 K31+950 3552 蓝渝F77C10
D202150120001 2021-04-25T14:29 K31+950 4817 蓝渝DFW376
D202150120001 2021-04-25T14:29 K31+950 4978 蓝渝F7U575
D202150120001 2021-04-25T14:28 K31+950 5431 蓝渝AA01D8
D202150120001 2021-04-25T14:28 K31+950 4526 蓝渝DC4052
D202150120001 2021-04-25T14:28 K31+950 4746 蓝渝F3G628
D202150120001 2021-04-25T14:28 K31+950 4570 蓝渝AX37Z1
D202150120001 2021-04-25T14:28 K31+950 4559 蓝渝A1367T
D202150120001 2021-04-25T14:28 K31+950 4597 蓝渝FBE508
D202150120001 2021-04-25T14:28 K31+950 3810 蓝渝FV6306
D202150120001 2021-04-25T14:28 K31+950 4490 蓝渝A171RQ
